architecture_type,deployment_type,communication_type,num_services,num_databases,requests_per_second,avg_payload_kb,read_write_ratio,peak_traffic_multiplier,cpu_utilization_percent,memory_utilization_percent,network_latency_ms,packet_loss_percent,avg_latency_ms,p95_latency_ms,error_rate_percent,db_connection_pool_exhausted,retry_storm_detected,circuit_breaker_open
event_driven,on_prem,mixed,22,1,124.52,141.47,0.45,1.61,10.15,100.0,3.03,0.0,152.58,302.73,0.11,0,0,0
hybrid,on_prem,async,13,1,424.36,148.16,0.48,1.87,41.02,100.0,88.57,0.53,643.2,1034.34,3.29,0,0,0
hybrid,on_prem,mixed,31,2,372.45,82.48,0.59,3.96,34.66,69.13,33.15,0.0,329.31,520.67,1.44,0,0,0
monolith,on_prem,sync,2,1,231.57,31.64,0.81,1.94,16.37,26.71,10.56,0.75,81.17,149.02,1.59,0,0,0
monolith,hybrid,mixed,4,1,263.68,105.1,0.87,3.55,31.24,74.42,13.69,0.04,141.64,236.44,0.95,0,0,0
serverless,on_prem,async,23,1,130.59,21.78,0.73,3.61,18.29,3.97,40.1,0.26,189.26,316.49,1.2,0,0,0
event_driven,hybrid,sync,11,1,130.2,139.12,0.46,1.69,9.61,100.0,31.14,0.0,236.35,475.2,0.1,0,0,0
monolith,hybrid,mixed,2,1,267.28,29.4,0.86,1.33,24.47,25.81,26.07,0.0,106.45,194.42,0.54,0,0,0
hybrid,on_prem,mixed,11,1,80.13,50.18,0.53,3.59,3.81,45.32,4.93,0.0,131.08,202.0,0.02,0,0,0
serverless,cloud,async,35,2,141.7,119.03,0.54,2.4,15.15,100.0,11.35,0.62,201.75,255.27,2.05,0,0,0
hybrid,hybrid,mixed,35,1,116.24,38.82,0.42,1.85,12.93,36.56,16.6,0.21,191.66,368.57,0.7,0,0,0
serverless,cloud,sync,9,1,720.49,123.39,0.44,1.09,61.69,89.92,5.16,0.22,251.63,352.61,5.94,0,0,0
microservices,cloud,async,53,2,645.0,92.48,0.55,1.55,51.85,81.98,70.72,0.0,480.07,653.12,3.5,0,0,0
serverless,hybrid,sync,53,4,121.69,15.36,0.75,1.32,9.29,3.32,8.23,0.45,114.98,164.29,1.37,0,0,0
microservices,hybrid,mixed,28,1,273.99,144.82,0.79,1.9,27.33,100.0,33.53,1.28,308.98,388.54,4.31,0,0,0
monolith,hybrid,mixed,3,1,79.74,121.64,0.73,2.64,0.0,100.0,21.7,0.77,137.06,169.66,1.39,0,0,0
serverless,cloud,sync,42,3,319.1,129.66,0.88,1.6,38.2,100.0,45.95,0.56,302.84,493.14,3.6,0,0,0
monolith,on_prem,async,1,1,170.36,26.17,0.9,1.92,12.14,20.48,7.41,0.0,68.92,120.25,0.13,0,0,0
event_driven,on_prem,mixed,49,3,220.62,125.39,0.93,2.96,16.15,100.0,39.36,0.46,268.31,473.65,1.31,0,0,0
hybrid,hybrid,mixed,34,1,61.26,55.91,0.77,1.53,4.86,45.1,35.34,0.33,283.8,388.3,0.81,0,0,0
hybrid,hybrid,mixed,53,1,143.64,25.13,0.94,3.92,10.03,11.79,1.31,0.0,95.37,191.06,0.12,0,0,0
monolith,hybrid,sync,1,1,27.41,120.13,0.43,3.85,1.3,90.0,87.28,0.13,194.24,245.98,0.23,0,0,0
serverless,hybrid,sync,6,1,203.46,44.39,0.77,1.59,16.72,32.17,73.73,0.0,272.36,460.37,0.39,0,0,0
event_driven,on_prem,sync,12,1,162.26,22.24,0.69,2.72,14.42,21.17,24.39,0.9,157.72,189.36,2.21,0,0,0
serverless,on_prem,mixed,8,1,34.42,54.22,0.79,2.18,1.16,40.67,1.34,0.0,118.77,205.59,0.0,0,0,0
hybrid,hybrid,sync,53,3,336.27,54.63,0.72,3.98,33.39,50.51,5.33,0.72,173.12,225.14,3.06,0,0,0
monolith,on_prem,mixed,3,1,23.67,37.53,0.54,3.1,11.41,22.28,7.41,0.34,69.32,116.84,0.72,0,0,0
hybrid,on_prem,mixed,37,2,270.62,85.82,0.93,3.71,26.32,73.9,27.07,0.17,290.88,546.91,1.25,0,0,0
monolith,hybrid,sync,2,1,134.75,37.21,0.63,1.27,4.9,35.38,16.99,0.0,81.8,109.38,0.02,0,0,0
hybrid,on_prem,mixed,53,4,74.48,131.38,0.51,3.45,2.81,100.0,5.81,0.39,180.96,335.63,0.95,0,0,0
event_driven,on_prem,async,21,1,121.44,56.88,0.55,3.91,5.47,48.56,1.14,0.48,98.75,163.21,1.09,0,0,0
microservices,hybrid,sync,5,1,213.44,139.76,0.49,1.17,20.94,100.0,23.71,0.09,261.07,375.71,0.81,0,0,0
event_driven,on_prem,async,53,4,409.2,24.97,0.81,3.33,30.68,30.12,7.67,1.56,135.13,168.57,4.47,0,0,0
serverless,on_prem,async,5,1,107.86,45.64,0.83,3.08,2.18,32.32,20.6,0.41,151.72,311.82,1.16,0,0,0
hybrid,cloud,mixed,55,2,122.3,104.52,0.72,3.82,7.22,72.75,7.88,0.49,171.08,290.02,1.25,0,0,0
serverless,cloud,async,23,1,137.41,21.64,0.58,1.82,13.85,10.83,32.74,0.96,172.91,342.15,2.96,0,0,0
serverless,hybrid,sync,57,3,391.14,85.51,0.88,2.1,38.08,62.11,16.16,0.0,210.25,269.18,2.03,0,0,0
serverless,on_prem,mixed,55,4,228.21,133.04,0.87,3.53,14.52,100.0,0.05,0.54,178.42,279.9,1.81,0,0,0
monolith,hybrid,mixed,2,1,276.37,148.63,0.72,1.96,33.15,100.0,47.16,0.17,200.43,310.68,1.29,0,0,0
microservices,on_prem,sync,20,1,114.67,71.06,0.75,2.92,2.88,54.72,39.2,0.0,264.94,432.07,0.01,0,0,0
serverless,cloud,mixed,30,1,135.3,33.8,0.52,2.45,10.59,23.1,47.39,0.0,206.37,325.71,0.16,0,0,0
microservices,cloud,mixed,35,1,157.69,89.01,0.56,3.01,2.54,67.27,8.07,0.98,150.45,279.28,2.57,0,0,0
serverless,cloud,async,44,2,110.06,48.84,0.88,2.9,5.16,40.3,51.93,0.13,222.57,277.36,0.4,0,0,0
hybrid,on_prem,async,33,2,131.06,104.07,0.93,3.95,22.65,93.22,1.06,0.99,172.68,240.57,2.98,0,0,0
hybrid,cloud,async,34,2,151.12,139.32,0.71,3.35,13.7,100.0,21.75,0.0,271.13,558.3,0.23,0,0,0
hybrid,hybrid,sync,55,4,130.91,71.59,0.51,3.59,11.84,65.58,2.84,0.0,144.54,295.71,0.17,0,0,0
event_driven,cloud,mixed,29,1,126.85,18.52,0.63,3.71,9.77,13.28,0.14,0.91,74.85,107.51,2.1,0,0,0
serverless,on_prem,mixed,48,2,98.15,6.21,0.75,1.83,8.17,8.36,2.03,0.0,104.04,190.97,0.09,0,0,0
serverless,hybrid,mixed,30,2,362.96,142.88,0.66,3.92,35.5,100.0,49.5,0.23,305.8,481.27,2.4,0,0,0
microservices,on_prem,async,25,1,66.69,134.89,0.66,3.4,0.0,100.0,4.37,0.0,162.84,218.16,0.0,0,0,0
hybrid,hybrid,mixed,48,1,152.47,85.32,0.58,3.86,13.02,80.58,7.95,0.0,184.13,222.58,0.2,0,0,0
event_driven,hybrid,async,16,1,140.82,50.0,0.77,1.12,12.02,40.97,9.23,0.1,123.65,174.41,0.38,0,0,0
serverless,cloud,sync,22,1,132.96,57.79,0.54,3.76,14.1,45.34,20.66,0.0,172.96,342.78,0.28,0,0,0
event_driven,hybrid,mixed,46,2,106.39,102.22,0.61,1.92,3.49,73.18,29.77,0.0,203.15,266.21,0.01,0,0,0
event_driven,cloud,sync,13,1,62.24,140.83,0.9,2.67,0.0,100.0,110.86,0.32,467.93,938.13,0.7,0,0,0
serverless,hybrid,async,8,1,81.21,19.31,0.47,2.8,2.5,21.57,23.83,0.62,150.94,271.05,1.74,0,0,0
event_driven,cloud,sync,39,1,665.58,36.31,0.42,3.97,60.78,21.17,52.88,1.33,313.7,378.33,6.99,0,0,0
hybrid,hybrid,mixed,39,2,323.25,143.36,0.87,1.86,29.06,100.0,15.49,0.58,259.76,372.99,2.39,0,0,0
microservices,cloud,sync,37,1,245.48,54.33,0.66,2.09,22.19,54.0,20.91,0.33,212.1,302.86,1.49,0,0,0
microservices,cloud,mixed,30,2,217.74,64.89,0.92,1.15,24.42,50.0,46.47,0.19,314.17,410.81,1.26,0,0,0
hybrid,on_prem,sync,11,1,431.17,81.25,0.71,2.35,39.05,83.87,39.71,0.0,381.45,714.72,1.83,0,0,0
microservices,on_prem,mixed,23,1,530.65,140.54,0.75,3.07,37.77,100.0,12.45,1.23,240.08,478.92,5.06,0,0,0
serverless,hybrid,mixed,44,3,46.28,75.69,0.64,2.66,0.0,61.2,56.13,0.33,244.07,451.07,0.91,0,0,0
serverless,hybrid,async,42,3,139.38,39.32,0.87,3.48,14.74,41.15,21.91,0.0,172.99,236.28,0.3,0,0,0
hybrid,on_prem,async,20,1,188.36,117.78,0.77,1.16,20.82,100.0,30.11,0.0,321.62,643.7,0.52,0,0,0
serverless,hybrid,mixed,58,4,72.31,84.51,0.5,1.84,11.57,75.0,10.84,1.11,174.67,344.14,3.29,0,0,0
serverless,hybrid,sync,13,1,66.38,24.9,0.76,2.59,7.46,15.62,34.49,0.44,172.54,358.3,1.3,0,0,0
monolith,on_prem,mixed,3,1,276.49,2.67,0.89,1.43,21.81,0.0,15.94,0.17,77.93,160.24,0.73,0,0,0
microservices,hybrid,async,46,2,281.54,104.33,0.8,3.73,28.09,85.37,31.75,0.03,289.87,469.55,1.09,0,0,0
serverless,cloud,mixed,26,1,145.75,110.99,0.54,1.89,19.78,97.96,39.16,0.22,261.21,515.44,1.15,0,0,0
event_driven,on_prem,async,18,1,363.84,93.88,0.76,1.75,24.1,89.83,8.07,0.02,175.51,211.61,0.69,0,0,0
microservices,cloud,mixed,30,2,70.94,140.06,0.6,3.99,5.05,100.0,49.24,0.71,345.61,534.25,1.88,0,0,0
serverless,on_prem,mixed,38,2,124.84,101.75,0.85,1.86,11.08,86.41,70.88,0.0,304.1,495.82,0.17,0,0,0
event_driven,hybrid,mixed,11,1,138.71,86.88,0.69,2.61,7.2,75.92,23.02,1.09,188.41,285.4,2.46,0,0,0
microservices,cloud,mixed,29,1,30.17,16.17,0.5,2.78,3.02,13.21,24.13,0.0,174.83,281.58,0.01,0,0,0
monolith,hybrid,mixed,2,1,84.65,121.95,0.49,3.23,6.39,87.76,15.23,0.0,124.12,169.87,0.04,0,0,0
monolith,cloud,async,4,1,150.49,62.85,0.51,1.7,4.86,53.68,57.5,0.0,136.34,282.58,0.02,0,0,0
monolith,hybrid,async,2,1,28.67,113.88,0.4,3.19,0.3,87.07,0.24,0.91,104.14,196.39,1.64,0,0,0
microservices,hybrid,async,51,4,319.98,59.69,0.61,3.17,26.93,33.16,103.14,0.0,531.53,727.14,0.94,0,0,0
event_driven,cloud,sync,7,1,131.13,98.07,0.92,3.3,9.2,78.09,36.8,0.0,233.58,329.23,0.09,0,0,0
event_driven,on_prem,mixed,25,1,241.59,27.89,0.45,3.64,14.72,25.43,0.53,0.57,89.35,123.87,1.48,0,0,0
hybrid,cloud,sync,6,1,220.79,25.07,0.5,3.14,21.09,12.76,36.02,0.49,282.52,456.99,1.72,0,0,0
microservices,on_prem,async,13,1,252.17,58.68,0.44,1.58,23.58,42.78,25.05,1.09,221.75,434.94,3.57,0,0,0
hybrid,hybrid,sync,55,1,205.95,138.55,0.92,1.98,13.7,100.0,92.62,0.0,625.45,814.07,0.23,0,0,0
serverless,hybrid,sync,48,2,159.85,116.19,0.94,2.44,11.97,89.0,4.62,0.6,174.84,243.23,1.87,0,0,0
hybrid,cloud,sync,49,2,431.6,141.75,0.54,1.23,31.4,100.0,21.86,0.0,294.99,540.6,1.18,0,0,0
microservices,hybrid,async,46,3,199.49,126.0,0.54,2.88,16.39,100.0,39.52,0.0,318.58,515.81,0.35,0,0,0
serverless,hybrid,async,28,1,154.43,34.18,0.51,2.56,12.68,34.8,5.41,0.68,132.93,239.18,2.12,0,0,0
serverless,on_prem,mixed,39,2,462.81,5.06,0.85,2.12,38.4,4.9,90.43,1.06,318.77,542.99,5.02,0,0,0
monolith,on_prem,async,4,1,87.47,94.55,0.52,1.88,7.65,86.01,23.4,0.74,131.93,230.28,1.38,0,0,0
monolith,on_prem,sync,1,1,123.73,56.22,0.44,1.62,18.03,47.33,6.36,0.0,94.25,137.9,0.29,0,0,0
hybrid,on_prem,sync,48,1,48.19,2.69,0.8,2.86,2.77,0.0,8.7,0.0,120.02,248.83,0.01,0,0,0
hybrid,on_prem,mixed,41,3,524.97,39.77,0.41,2.44,43.19,34.28,20.08,0.0,249.72,376.49,2.24,0,0,0
microservices,cloud,async,43,3,42.72,35.04,0.8,1.36,7.31,25.5,27.44,0.34,199.69,249.27,0.95,0,0,0
event_driven,cloud,async,31,1,27.5,107.47,0.75,3.41,0.0,93.36,31.28,0.68,223.23,280.0,1.51,0,0,0
monolith,hybrid,mixed,3,1,77.58,138.03,0.43,2.89,0.0,100.0,6.29,0.68,121.65,178.92,1.23,0,0,0
event_driven,hybrid,mixed,38,1,139.24,97.54,0.61,3.04,10.2,75.45,21.75,0.0,187.18,340.21,0.11,0,0,0
microservices,on_prem,async,28,1,216.81,61.78,0.73,1.31,15.63,59.69,2.88,0.68,136.33,277.64,2.08,0,0,0
monolith,hybrid,sync,1,1,413.32,16.05,0.83,2.39,26.44,26.88,0.58,0.28,84.41,140.75,1.13,0,0,0
microservices,hybrid,sync,48,1,129.48,59.53,0.66,1.91,10.72,45.41,3.76,0.1,122.97,253.78,0.4,0,0,0
microservices,on_prem,async,16,1,240.34,19.01,0.66,2.17,26.33,12.9,53.98,0.84,320.48,412.62,3.1,0,0,0
serverless,hybrid,sync,45,2,298.7,50.8,0.5,2.01,28.76,38.01,18.79,0.0,182.7,358.0,1.16,0,0,0
hybrid,hybrid,async,14,1,197.36,100.61,0.54,1.33,12.15,75.61,5.34,1.26,165.86,277.64,3.2,0,0,0
microservices,cloud,async,10,1,96.97,59.22,0.8,3.48,8.89,57.05,20.58,0.71,197.59,311.54,1.96,0,0,0
microservices,hybrid,sync,54,3,178.69,109.95,0.66,1.48,5.56,86.15,18.35,0.16,210.14,349.01,0.47,0,0,0
serverless,on_prem,async,34,2,51.35,4.76,0.72,3.54,0.0,0.0,1.06,0.55,92.12,119.74,1.53,0,0,0
monolith,cloud,mixed,4,1,91.21,130.96,0.94,1.79,2.92,94.44,88.54,0.0,200.52,416.62,0.01,0,0,0
hybrid,cloud,mixed,49,1,435.22,25.76,0.73,3.07,31.04,8.27,29.46,0.31,260.91,469.22,1.9,0,0,0
event_driven,hybrid,sync,8,1,158.31,117.07,0.93,3.31,13.03,91.23,8.95,0.0,165.61,262.76,0.19,0,0,0
event_driven,hybrid,async,50,3,235.89,35.66,0.54,2.65,20.82,33.76,26.44,1.47,180.51,275.54,3.71,0,0,0
hybrid,hybrid,mixed,19,1,62.34,31.75,0.55,2.56,4.14,28.41,17.76,0.0,182.96,337.8,0.02,0,0,0
hybrid,on_prem,sync,42,2,98.58,131.03,0.73,1.18,8.67,100.0,1.56,0.87,164.79,330.84,2.19,0,0,0
serverless,cloud,async,40,1,136.48,47.1,0.44,3.83,13.81,32.04,9.38,0.0,140.12,195.3,0.27,0,0,0
microservices,on_prem,async,9,1,121.17,113.16,0.45,2.85,17.83,76.34,29.39,0.07,258.97,405.79,0.6,0,0,0
hybrid,on_prem,sync,47,3,191.91,128.76,0.55,1.34,16.08,100.0,11.02,1.06,220.25,351.04,2.84,0,0,0
serverless,cloud,mixed,31,2,56.1,42.62,0.45,1.04,17.96,36.88,15.43,0.64,160.7,203.57,2.25,0,0,0
microservices,cloud,sync,15,1,226.91,73.58,0.72,1.79,18.94,60.3,0.53,0.6,131.51,221.05,2.02,0,0,0
serverless,hybrid,sync,31,1,184.85,112.95,0.45,2.81,12.09,91.7,59.15,1.04,286.42,438.14,3.12,0,0,0
monolith,on_prem,async,1,1,80.79,72.13,0.48,2.76,0.0,68.85,21.36,0.46,109.51,163.58,0.83,0,0,0
event_driven,on_prem,mixed,18,1,89.12,45.82,0.62,1.05,4.18,39.58,27.54,0.0,169.97,338.03,0.02,0,0,0
serverless,hybrid,mixed,56,3,126.41,61.53,0.86,3.28,13.06,46.79,16.95,0.07,165.48,265.32,0.44,0,0,0
microservices,on_prem,mixed,33,2,166.31,41.78,0.55,2.87,21.07,31.28,41.35,0.0,275.12,466.63,0.58,0,0,0
event_driven,hybrid,sync,59,1,154.66,81.69,0.44,2.43,20.63,62.04,23.92,0.0,194.72,404.3,0.47,0,0,0
microservices,hybrid,sync,49,1,252.27,62.52,0.67,3.96,17.68,50.4,60.84,1.38,363.22,586.42,4.0,0,0,0
serverless,cloud,mixed,29,1,184.66,87.0,0.67,3.64,13.88,62.77,3.78,0.45,152.88,299.49,1.53,0,0,0
event_driven,hybrid,mixed,38,1,187.43,64.62,0.74,1.51,18.68,57.81,21.6,0.0,181.84,225.1,0.38,0,0,0
hybrid,on_prem,mixed,9,1,328.17,64.96,0.8,2.12,22.61,55.11,18.79,0.13,228.85,424.36,0.94,0,0,0
event_driven,hybrid,async,11,1,156.6,56.12,0.85,2.18,18.13,49.89,131.35,0.0,504.07,909.79,0.36,0,0,0
serverless,hybrid,async,9,1,115.43,139.44,0.67,1.96,4.7,100.0,0.39,0.09,169.13,321.22,0.28,0,0,0
microservices,on_prem,async,43,2,202.67,145.46,0.42,1.07,23.1,100.0,29.5,0.0,287.07,577.86,0.69,0,0,0
hybrid,cloud,sync,46,3,171.09,11.87,0.64,2.94,8.83,4.42,62.62,1.0,396.65,730.34,2.5,0,0,0
event_driven,on_prem,sync,25,1,32.91,97.46,0.7,1.46,0.93,78.13,82.89,0.88,365.06,562.94,1.93,0,0,0
hybrid,on_prem,async,38,2,74.27,53.57,0.57,3.99,7.54,45.74,9.21,0.13,156.06,270.94,0.38,0,0,0
hybrid,hybrid,mixed,31,1,323.09,51.88,0.86,3.29,34.16,46.74,29.73,0.62,293.34,527.83,2.89,0,0,0
microservices,cloud,sync,29,1,136.04,58.73,0.58,3.11,4.77,44.03,75.64,0.0,403.77,793.83,0.03,0,0,0
monolith,hybrid,mixed,4,1,376.04,100.37,0.69,1.95,25.88,85.97,2.44,0.37,132.77,203.87,1.26,0,0,0
event_driven,hybrid,sync,16,1,129.55,128.89,0.68,1.09,20.02,94.88,22.1,1.13,216.72,346.03,2.93,0,0,0
monolith,cloud,mixed,1,1,879.77,74.81,0.47,3.27,73.73,55.62,28.0,0.01,212.43,278.55,4.92,0,0,0
microservices,on_prem,async,55,1,791.18,36.83,0.81,2.36,66.6,42.94,47.79,0.0,382.37,531.72,5.77,0,0,0
serverless,hybrid,sync,52,3,186.42,28.64,0.87,3.98,6.96,28.09,1.59,0.0,114.58,213.83,0.07,0,0,0
serverless,cloud,mixed,23,1,121.25,82.08,0.7,3.0,11.3,65.69,18.47,0.44,181.81,242.03,1.41,0,0,0
microservices,cloud,async,49,3,268.56,112.51,0.75,2.1,30.81,82.72,7.24,0.24,193.44,324.73,1.86,0,0,0
monolith,cloud,mixed,2,1,268.75,74.96,0.71,2.67,24.9,55.57,2.79,0.26,106.16,206.2,1.03,0,0,0
serverless,on_prem,mixed,39,1,246.01,105.95,0.81,2.37,18.46,69.45,3.16,0.34,162.68,272.4,1.42,0,0,0
serverless,on_prem,async,55,1,105.0,49.51,0.93,1.76,2.37,51.75,44.72,1.58,214.84,374.08,4.45,0,0,0
serverless,on_prem,async,24,1,282.15,128.21,0.53,2.4,36.64,100.0,37.76,0.0,284.05,496.29,1.88,0,0,0
monolith,cloud,async,2,1,215.76,140.43,0.81,2.55,5.11,100.0,34.15,1.97,152.84,320.18,3.56,0,0,0
microservices,cloud,async,9,1,141.26,106.38,0.64,1.15,15.28,84.5,62.83,0.0,396.72,707.08,0.3,0,0,0
serverless,hybrid,sync,47,3,209.9,132.01,0.86,3.43,11.48,100.0,14.95,0.5,204.81,373.43,1.58,0,0,0
serverless,on_prem,async,53,4,21.25,57.97,0.82,3.45,11.47,53.5,22.94,0.73,181.0,257.58,2.24,0,0,0
monolith,on_prem,async,2,1,70.99,60.87,0.75,2.52,6.73,42.75,1.02,0.0,72.98,130.6,0.04,0,0,0
event_driven,hybrid,async,41,3,137.99,57.47,0.44,1.12,21.14,47.23,15.71,0.91,158.88,244.34,2.5,0,0,0
hybrid,hybrid,mixed,8,1,193.91,123.19,0.95,1.02,15.01,98.91,12.29,0.62,224.34,313.44,1.76,0,0,0
microservices,cloud,async,37,2,241.38,132.78,0.9,1.4,19.79,100.0,25.57,0.28,267.02,340.01,1.23,0,0,0
microservices,hybrid,async,42,2,162.92,120.06,0.49,2.4,11.59,93.24,44.78,1.51,328.06,465.03,4.11,0,0,0
serverless,cloud,async,49,3,376.78,81.73,0.87,1.79,32.46,61.59,128.97,0.46,426.94,617.25,2.77,0,0,0
monolith,hybrid,mixed,3,1,176.27,141.94,0.78,3.05,23.79,100.0,26.44,0.17,166.43,217.38,0.81,0,0,0
monolith,hybrid,async,2,1,76.62,9.95,0.59,1.15,10.43,7.67,12.23,0.35,64.12,108.0,0.72,0,0,0
serverless,cloud,mixed,32,2,110.86,47.95,0.59,2.13,4.16,36.6,9.53,0.22,134.17,216.39,0.63,0,0,0
microservices,cloud,sync,50,2,124.21,49.82,0.64,2.43,12.61,50.62,6.57,0.72,140.37,221.82,2.09,0,0,0
microservices,on_prem,async,23,1,255.54,133.48,0.6,1.96,20.53,100.0,42.72,0.83,336.57,448.32,2.71,0,0,0
hybrid,cloud,mixed,28,1,75.25,31.67,0.8,2.7,7.96,18.18,28.87,0.0,235.01,405.62,0.08,0,0,0
monolith,cloud,sync,4,1,280.77,39.21,0.91,1.59,23.06,37.0,92.35,0.0,178.84,242.81,0.48,0,0,0
serverless,on_prem,mixed,15,1,113.41,116.22,0.8,1.74,5.64,100.0,21.98,0.08,213.1,276.68,0.28,0,0,0
event_driven,cloud,mixed,10,1,190.21,125.79,0.77,2.7,7.24,100.0,57.71,0.6,313.74,526.04,1.37,0,0,0
monolith,cloud,mixed,4,1,164.93,67.19,0.7,2.89,20.02,46.59,106.65,1.62,196.46,390.2,3.28,0,0,0
serverless,cloud,async,23,1,77.96,70.0,0.46,3.26,7.47,64.88,24.3,0.0,188.89,301.77,0.08,0,0,0
hybrid,hybrid,sync,38,2,126.95,75.02,0.47,3.26,12.23,54.99,15.69,0.0,200.57,265.15,0.18,0,0,0
monolith,cloud,async,4,1,590.95,25.13,0.43,1.48,50.54,26.01,18.95,0.53,139.5,269.54,3.25,0,0,0
monolith,hybrid,sync,3,1,280.31,29.15,0.82,3.96,32.08,16.74,31.89,0.05,117.03,228.19,1.02,0,0,0
microservices,cloud,sync,16,1,254.2,35.33,0.6,2.89,20.37,35.85,121.62,0.16,598.59,956.49,33.46,0,1,1
hybrid,hybrid,mixed,12,1,147.06,35.54,0.95,2.05,11.85,16.64,1.77,0.3,102.57,162.51,0.9,0,0,0
monolith,hybrid,mixed,4,1,122.13,141.83,0.46,1.89,10.49,100.0,22.25,0.77,146.1,240.51,1.49,0,0,0
serverless,on_prem,async,39,1,55.58,14.54,0.9,2.67,3.21,8.1,34.36,0.0,164.24,214.03,0.01,0,0,0
microservices,cloud,sync,57,2,235.94,97.17,0.65,2.28,22.9,58.43,15.1,1.7,193.39,341.61,5.1,0,0,0
microservices,on_prem,async,48,3,655.83,133.31,0.55,3.69,51.8,100.0,66.1,0.0,477.46,837.53,3.49,0,0,0
hybrid,cloud,sync,50,3,61.86,69.01,0.53,1.91,5.85,54.77,4.71,0.68,139.12,273.41,1.67,0,0,0
serverless,cloud,mixed,21,1,131.2,40.02,0.84,2.01,11.53,47.22,46.17,0.0,222.56,426.09,0.19,0,0,0
monolith,hybrid,mixed,1,1,120.53,127.19,0.73,1.95,11.28,100.0,2.98,0.41,127.67,200.12,0.84,0,0,0
microservices,on_prem,async,19,1,54.56,100.53,0.48,2.32,4.5,79.35,13.89,0.0,185.49,370.15,0.03,0,0,0
serverless,on_prem,mixed,56,2,117.61,38.41,0.44,3.31,9.16,30.79,103.8,0.31,323.06,538.83,1.0,0,0,0
monolith,on_prem,mixed,1,1,117.78,100.09,0.52,2.58,1.38,90.11,78.49,0.4,185.6,251.35,0.72,0,0,0
monolith,on_prem,mixed,2,1,506.69,46.08,0.47,3.22,45.47,29.14,66.07,1.35,180.39,326.24,4.29,0,0,0
hybrid,hybrid,mixed,32,2,74.88,31.48,0.7,1.56,13.17,19.02,5.61,0.13,124.77,188.21,0.53,0,0,0
microservices,cloud,sync,11,1,256.96,27.37,0.44,1.36,22.64,22.19,34.98,0.22,245.37,320.62,1.25,0,0,0
event_driven,on_prem,mixed,14,1,366.18,64.21,0.89,1.49,36.23,60.21,29.68,0.27,232.58,397.89,2.04,0,0,0
monolith,cloud,mixed,2,1,250.68,16.4,0.77,3.45,23.06,0.0,14.43,1.18,78.08,148.07,2.61,0,0,0
hybrid,cloud,mixed,35,2,128.5,91.99,0.57,3.13,10.86,73.92,23.4,0.0,253.31,376.74,0.14,0,0,0
serverless,on_prem,async,37,2,118.66,110.18,0.6,2.39,6.88,90.31,25.22,0.02,212.03,266.19,0.13,0,0,0
event_driven,hybrid,sync,54,1,59.49,60.37,0.94,2.2,8.36,45.25,66.27,0.0,294.23,544.07,0.08,0,0,0
event_driven,hybrid,sync,27,1,218.11,144.05,0.9,2.08,23.19,100.0,66.3,0.0,358.09,736.56,0.59,0,0,0
hybrid,cloud,async,29,1,90.99,125.94,0.49,2.91,0.0,100.0,2.3,0.27,161.87,196.22,0.65,0,0,0
event_driven,cloud,sync,10,1,74.83,45.41,0.52,1.4,7.92,30.86,31.81,0.0,179.7,371.13,0.07,0,0,0
hybrid,on_prem,sync,33,2,194.38,10.74,0.94,3.9,16.19,13.27,0.23,0.1,97.78,157.29,0.56,0,0,0
microservices,hybrid,mixed,12,1,282.21,114.55,0.48,3.61,25.23,93.95,1.87,0.0,173.99,244.31,0.83,0,0,0
hybrid,hybrid,mixed,52,3,61.12,56.16,0.4,1.02,2.18,55.21,34.29,0.0,284.49,385.92,0.01,0,0,0
microservices,on_prem,sync,56,1,161.0,33.0,0.6,3.36,14.66,42.84,3.01,0.25,122.41,213.06,0.94,0,0,0
microservices,on_prem,async,43,1,252.88,6.22,0.8,3.07,19.4,0.0,21.14,1.09,173.44,317.16,3.31,0,0,0
serverless,on_prem,sync,27,1,27.28,98.74,0.74,2.83,8.68,78.72,19.15,0.43,191.5,271.63,1.31,0,0,0
serverless,cloud,async,33,2,70.2,112.03,0.49,1.52,1.22,100.0,23.74,0.0,213.36,391.6,0.0,0,0,0
monolith,hybrid,sync,1,1,139.88,32.35,0.92,2.85,3.3,27.86,119.17,0.02,177.32,323.69,0.05,0,0,0
event_driven,hybrid,mixed,6,1,141.82,132.59,0.8,1.25,13.89,100.0,35.36,0.68,253.68,311.08,1.7,0,0,0
monolith,on_prem,sync,2,1,321.12,18.72,0.52,1.5,30.02,2.47,22.56,1.07,96.77,181.51,2.74,0,0,0
hybrid,on_prem,sync,22,1,94.24,86.12,0.56,1.8,0.0,63.68,6.91,0.39,153.4,315.2,0.94,0,0,0
hybrid,hybrid,sync,13,1,500.84,132.92,0.73,2.0,36.88,100.0,11.97,1.28,253.74,360.2,4.7,0,0,0
serverless,on_prem,mixed,33,2,66.58,103.06,0.94,1.97,6.61,99.56,21.31,0.61,212.24,308.0,1.76,0,0,0
microservices,cloud,sync,33,1,352.11,73.53,0.82,2.97,31.55,63.31,26.14,0.0,253.64,371.11,1.29,0,0,0
event_driven,on_prem,async,55,2,36.22,34.54,0.62,3.28,0.0,35.46,4.62,0.0,95.59,175.42,0.0,0,0,0
serverless,hybrid,sync,47,3,275.3,16.47,0.89,2.03,25.37,20.54,24.27,0.58,176.59,217.56,2.53,0,0,0
